trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
130,False,"{'a': 0.3, 'e': 0.7319815282283126}",20,0,-70.20629747782885,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
131,False,"{'a': 0.3, 'e': 0.730226878981892}",25,8,-48.33524994205532,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
132,False,"{'a': 0.3, 'e': 0.7284764358443131}",25,8,-27.3389289835089,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
133,False,"{'a': 0.3, 'e': 0.7267301887330189}",20,0,-27.97094179651255,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.3, 'e': 0.724988127589621}",20,6,-44.52011129370682,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
135,False,"{'a': 0.3, 'e': 0.7232502423798425}",20,0,-21.56730243010266,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
136,False,"{'a': 0.3, 'e': 0.7215165230934597}",20,0,-169.16854716833757,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
137,False,"{'a': 0.3, 'e': 0.7197869597442448}",20,0,-60.42131755212808,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.3, 'e': 0.718061542369908}",25,0,-172.51595672283244,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
139,False,"{'a': 0.3, 'e': 0.7163402610320406}",20,0,-68.48595305091308,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
140,False,"{'a': 0.3, 'e': 0.7146231058160574}",20,3,-50.03739735471372,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
141,False,"{'a': 0.3, 'e': 0.7129100668311393}",20,8,-32.77332592562972,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
142,False,"{'a': 0.3, 'e': 0.7112011342101773}",25,0,-138.0013642307749,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
143,False,"{'a': 0.3, 'e': 0.7094962981097147}",20,6,-31.189161806508896,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
144,False,"{'a': 0.3, 'e': 0.7077955487098908}",20,9,-67.69763855462402,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
145,False,"{'a': 0.3, 'e': 0.7060988762143844}",25,13,-19.291233975411853,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.3, 'e': 0.7044062708503572}",20,11,-74.4611258285541,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 2}",1
147,False,"{'a': 0.3, 'e': 0.7027177228683977}",20,0,-107.43822451778006,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
148,False,"{'a': 0.3, 'e': 0.7010332225424647}",20,0,-62.78300825195755,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
149,False,"{'a': 0.3, 'e': 0.6993527601698318}",20,0,-85.59851550309027,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
150,False,"{'a': 0.3, 'e': 0.697676326071031}",25,0,-210.05088695950087,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
151,False,"{'a': 0.3, 'e': 0.6960039105897975}",20,0,-19.703251655663237,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
152,False,"{'a': 0.3, 'e': 0.6943355040930131}",25,4,-96.92178390343405,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 2}",1
153,False,"{'a': 0.3, 'e': 0.6926710969706521}",25,0,-123.82190335967063,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
154,False,"{'a': 0.3, 'e': 0.6910106796357246}",20,0,-36.06488186897252,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
155,False,"{'a': 0.3, 'e': 0.6893542425242225}",25,0,-39.20720022987145,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
156,False,"{'a': 0.3, 'e': 0.6877017760950631}",25,12,-38.00877925607423,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.6860532708300354}",35,7,-86.01875524653114,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 0}",1
158,False,"{'a': 0.3, 'e': 0.6844087172337445}",25,17,-36.58380547229261,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.3, 'e': 0.6827681058335572}",35,13,-28.981023177646733,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.6811314271795471}",20,0,-86.16826173332025,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
161,False,"{'a': 0.3, 'e': 0.6794986718444408}",20,15,-11.367670903410215,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.3, 'e': 0.6778698304235631}",20,0,-9.26604532025987,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
163,False,"{'a': 0.3, 'e': 0.6762448935347827}",25,12,9.657043576680929,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.3, 'e': 0.6746238518184587}",20,0,-136.93410035239188,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",1
165,False,"{'a': 0.3, 'e': 0.6730066959373865}",25,0,-60.87294082255009,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
166,False,"{'a': 0.3, 'e': 0.6713934165767436}",20,0,-141.72857724352465,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
167,False,"{'a': 0.3, 'e': 0.6697840044440363}",30,0,-71.78262787874948,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
168,False,"{'a': 0.3, 'e': 0.6681784502690465}",25,0,-175.67916589836142,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
169,False,"{'a': 0.3, 'e': 0.6665767448037777}",20,7,-59.594956192939506,"{0: 7, 1: 0, 2: 5, 3: 1, 4: 0}",1
170,False,"{'a': 0.3, 'e': 0.6649788788224019}",20,0,-55.47941387123168,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
171,False,"{'a': 0.3, 'e': 0.6633848431212066}",25,0,-96.20441254133438,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
172,False,"{'a': 0.3, 'e': 0.6617946285185419}",20,0,-14.56237778895458,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
173,False,"{'a': 0.3, 'e': 0.6602082258547671}",25,0,-105.5749866341371,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
174,False,"{'a': 0.3, 'e': 0.6586256259921986}",20,0,-82.04672949077128,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.3, 'e': 0.6570468198150567}",25,0,-67.43615681942697,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
176,False,"{'a': 0.3, 'e': 0.6554717982294137}",20,12,4.977190103320703,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.3, 'e': 0.6539005521631407}",25,0,-85.34917158556588,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
178,False,"{'a': 0.3, 'e': 0.652333072565856}",25,0,-74.60679927213728,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
179,False,"{'a': 0.3, 'e': 0.650769350408873}",20,12,-42.14895006941644,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.3, 'e': 0.6492093766851474}",20,0,-82.86670111561055,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
181,False,"{'a': 0.3, 'e': 0.6476531424092266}",20,0,-71.72683347603116,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
182,False,"{'a': 0.3, 'e': 0.6461006386171966}",20,5,-81.14781934238025,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 1}",1
183,False,"{'a': 0.3, 'e': 0.6445518563666314}",20,4,-30.245065007092265,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.3, 'e': 0.643006786736541}",30,10,27.10315441668067,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.6414654208273199}",30,0,-99.3432110201859,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",1
186,False,"{'a': 0.3, 'e': 0.6399277497606963}",20,0,-104.23239593973176,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
187,False,"{'a': 0.3, 'e': 0.6383937646796806}",25,0,-37.28204542260969,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
188,False,"{'a': 0.3, 'e': 0.6368634567485145}",25,0,-35.005619105773405,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
189,False,"{'a': 0.3, 'e': 0.6353368171526201}",20,0,-79.90739100481966,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
190,False,"{'a': 0.3, 'e': 0.6338138370985491}",20,0,-109.7476949999209,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
191,False,"{'a': 0.3, 'e': 0.632294507813932}",25,16,-14.370973650783931,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.6307788205474283}",20,0,-121.4585629567679,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
193,False,"{'a': 0.3, 'e': 0.6292667665686748}",20,0,-94.3035977719447,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
194,False,"{'a': 0.3, 'e': 0.6277583371682365}",30,0,-16.876530138438362,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
195,False,"{'a': 0.3, 'e': 0.6262535236575559}",30,14,-40.36451351157386,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
196,False,"{'a': 0.3, 'e': 0.6247523173689031}",20,0,-144.23333565959274,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
197,False,"{'a': 0.3, 'e': 0.6232547096553257}",25,0,-79.3730550360716,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
198,False,"{'a': 0.3, 'e': 0.6217606918905991}",30,0,-140.1910306775622,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
199,False,"{'a': 0.3, 'e': 0.6202702554691768}",20,0,-42.5045674068573,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
200,False,"{'a': 0.3, 'e': 0.6187833918061408}",20,6,-76.47539519241059,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
201,False,"{'a': 0.3, 'e': 0.6173000923371527}",20,0,-87.25823535288578,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",1
202,False,"{'a': 0.3, 'e': 0.615820348518403}",25,12,-33.4198363941914,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.3, 'e': 0.6143441518265633}",25,1,-122.86263611537808,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 3}",1
204,False,"{'a': 0.3, 'e': 0.6128714937587367}",30,0,-44.6559552288094,"{0: 25, 1: 0, 2: 2, 3: 3, 4: 0}",0
205,False,"{'a': 0.3, 'e': 0.6114023658324087}",30,18,13.287210120918186,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.3, 'e': 0.6099367595853983}",30,21,4.3061551342316635,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3, 'e': 0.6084746665758094}",20,10,-5.311766970084099,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.3, 'e': 0.6070160783819822}",35,0,-56.662787612326795,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
209,False,"{'a': 0.3, 'e': 0.605560986602445}",20,0,-92.33295940291649,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
210,False,"{'a': 0.3, 'e': 0.6041093828558647}",25,8,-49.675675135682866,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
211,False,"{'a': 0.3, 'e': 0.602661258781}",25,5,-52.94778556090309,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
212,False,"{'a': 0.3, 'e': 0.6012166060366521}",20,0,-17.43534413442791,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
213,False,"{'a': 0.3, 'e': 0.5997754163016171}",20,6,-88.69811126615872,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
214,False,"{'a': 0.3, 'e': 0.5983376812746384}",30,0,-57.61015971814315,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",1
215,False,"{'a': 0.3, 'e': 0.5969033926743581}",20,0,-11.600563785711064,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
216,False,"{'a': 0.3, 'e': 0.5954725422392698}",20,0,-120.29188476078109,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
217,False,"{'a': 0.3, 'e': 0.5940451217276713}",30,0,-83.40083741792103,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
218,False,"{'a': 0.3, 'e': 0.5926211229176163}",20,0,-56.25307074305457,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.3, 'e': 0.5912005376068679}",30,0,-133.9523141664325,"{0: 21, 1: 3, 2: 1, 3: 3, 4: 2}",0
220,False,"{'a': 0.3, 'e': 0.5897833576128505}",30,0,-64.40926898457825,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 0}",0
221,False,"{'a': 0.3, 'e': 0.5883695747726037}",30,4,-56.06372743629353,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 1}",1
222,False,"{'a': 0.3, 'e': 0.5869591809427342}",20,11,11.689338790347508,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.5855521679993698}",20,6,2.5904524243880114,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.3, 'e': 0.584148527838112}",20,12,2.3219134596209763,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.3, 'e': 0.5827482523739898}",25,10,-69.30995245898012,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
226,False,"{'a': 0.3, 'e': 0.5813513335414121}",25,10,-101.71442377678228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 3}",1
227,False,"{'a': 0.3, 'e': 0.5799577632941232}",20,3,-10.871958325337204,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.5785675336051542}",30,0,-128.6421618483007,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
229,False,"{'a': 0.3, 'e': 0.5771806364667785}",25,13,-4.443706819174031,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.5757970638904646}",20,8,-6.372011976427917,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.3, 'e': 0.5744168079068306}",25,0,-6.160819777316757,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.3, 'e': 0.5730398605655984}",30,1,-132.56189744059054,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 2}",1
233,False,"{'a': 0.3, 'e': 0.5716662139355473}",25,19,-7.160720551272406,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.5702958601044691}",25,0,-212.01552267268139,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 4}",0
235,False,"{'a': 0.3, 'e': 0.5689287911791218}",25,0,-63.89423448399435,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
236,False,"{'a': 0.3, 'e': 0.5675649992851847}",20,0,-46.13712154568649,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
237,False,"{'a': 0.3, 'e': 0.5662044765672126}",25,9,-89.68192319090818,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
238,False,"{'a': 0.3, 'e': 0.564847215188591}",25,0,-89.2668079319694,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
239,False,"{'a': 0.3, 'e': 0.5634932073314907}",20,3,-20.043644150617496,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.5621424451968224}",25,2,-186.2872862438926,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 4}",1
241,False,"{'a': 0.3, 'e': 0.5607949210041928}",20,0,-108.13566243464795,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",1
242,False,"{'a': 0.3, 'e': 0.5594506269918585}",25,0,-46.45308557116982,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.3, 'e': 0.5581095554166826}",25,0,-76.28562929065404,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
244,False,"{'a': 0.3, 'e': 0.556771698554089}",20,0,-12.203786302173398,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.3, 'e': 0.5554370486980182}",20,5,1.466765660437534,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.3, 'e': 0.5541055981608838}",20,8,-46.7773263591061,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
247,False,"{'a': 0.3, 'e': 0.5527773392735267}",30,6,24.825724370319605,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.5514522643851721}",30,14,-50.30028931493244,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
249,False,"{'a': 0.3, 'e': 0.5501303658633852}",20,0,-53.418028117413556,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.3, 'e': 0.5488116360940265}",25,0,-28.520813766310265,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
251,False,"{'a': 0.3, 'e': 0.547496067481209}",25,15,-25.99420051795431,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.3, 'e': 0.5461836524472541}",20,0,6.722419091110904,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.3, 'e': 0.5448743834326473}",30,17,3.0617465418570067,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.5435682528959955}",25,17,7.431008566742765,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.5422652533139832}",20,0,-56.19040820753874,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
256,False,"{'a': 0.3, 'e': 0.5409653771813293}",25,0,-64.45536652500411,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
257,False,"{'a': 0.3, 'e': 0.5396686170107436}",30,0,-147.3308322989805,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
258,False,"{'a': 0.3, 'e': 0.5383749653328841}",20,0,-42.92905251545384,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
259,False,"{'a': 0.3, 'e': 0.5370844146963133}",20,0,-76.46807053812861,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
260,False,"{'a': 0.3, 'e': 0.535796957667456}",20,4,-11.495562126055502,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
261,False,"{'a': 0.3, 'e': 0.5345125868305564}",35,10,7.7565393397613285,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.3, 'e': 0.5332312947876348}",20,0,-72.46756437295385,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
263,False,"{'a': 0.3, 'e': 0.5319530741584452}",20,0,-42.12836501757937,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
264,False,"{'a': 0.3, 'e': 0.5306779175804337}",20,7,-38.47947795870087,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.3, 'e': 0.5294058177086947}",35,4,-40.45164576578279,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 1}",1
266,False,"{'a': 0.3, 'e': 0.5281367672159292}",20,10,-13.293550349765006,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
267,False,"{'a': 0.3, 'e': 0.5268707587924032}",30,18,6.468185588884025,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.5256077851459046}",20,3,4.433506285665003,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.5243478390017015}",30,13,-48.95642677025612,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
270,False,"{'a': 0.3, 'e': 0.5230909131025009}",20,0,-36.86306986544113,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
271,False,"{'a': 0.3, 'e': 0.5218370002084058}",25,13,7.6077953184419425,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.5205860930968749}",25,18,-0.024079674865081113,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.5193381845626796}",20,0,-77.46808706630371,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
274,False,"{'a': 0.3, 'e': 0.518093267417863}",20,2,-26.772524420045645,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 0}",1
275,False,"{'a': 0.3, 'e': 0.5168513344916993}",20,0,-24.401130582720892,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
276,False,"{'a': 0.3, 'e': 0.5156123786306511}",20,0,-54.113170505272144,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
277,False,"{'a': 0.3, 'e': 0.5143763926983296}",20,0,-141.74611607678685,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
278,False,"{'a': 0.3, 'e': 0.5131433695754521}",25,11,-63.45753807200472,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
279,False,"{'a': 0.3, 'e': 0.5119133021598021}",35,17,-106.32217392586566,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 2}",1
